RAW DATA,lables
Microservices,Non technical
Authorization or Access delegation tools,technical
scalability,Non technical
Strong Backend experience,technical
Elixir,Non technical
Ruby,Non technical
Erlang,Non technical
highly scalable Microservices,Non technical
Multi Factor Authorization experience,technical
OAuth,Non technical
Functional programming,technical
Ideally Elixir,Non technical
AWS,technical
other cloud environments,technical
GCP,technical
scalable new and current backend systems,technical
a full stack engineer,technical
a hyper growth SaaS company,technical
Elixir,Non technical
any gaps,Non technical
React Framework,technical
Disciplined approach,Non technical
testing and quality assurance,technical
highly scalable backend microservices,technical
GraphQL and/or Apollo Client,Non technical
Strong Backend Elixir experience,technical
scalability,Non technical
Frontend experience,technical
an AWS environment,technical
Azure,technical
GCP,technical
Clear communication and documentation skills,technical
a full stack engineer,technical
a hyper growth SaaS company,technical
database optimization,technical
Apollo,Non technical
GraphQL,Non technical
Integration and API experience,technical
Twilio,Non technical
highly scalable Microservices,Non technical
Disciplined approach,Non technical
assurance,technical
enhancements,Non technical
application configuration activities,technical
Salesforce.com,technical
middleware,Non technical
third party integrations,technical
the SFDC stack,Non technical
functional and technical specifications,technical
Agile and Scrum methodologies,technical
user requests/approvals,technical
Bachelor’s degree,Non technical
SFDC development,technical
Sales/Marketing and Service modules,technical
Salesforce Certified Platform Developer I,technical
Certified Platform Developer II Certifications,technical
the force.com platform,technical
Apex Triggers,Non technical
Apex Classes,Non technical
LWC,Non technical
Visualforce,technical
SOQL queries,Non technical
application integration patterns,technical
SFDC,Non technical
premise,Non technical
Zuora,Non technical
Eloqua,Non technical
Oracle,technical
SOA,technical
Javascript,technical
Bootstrap,Non technical
Salesforce.com,technical
dashboards,Non technical
Salesforce.com,technical
business stakeholders,technical
"Excellent problem-solving, analytical and investigative skills",Non technical
preferably a period,Non technical
Enterprise application/integration experience,technical
Tier-3 level support/Application troubleshooting experience,technical
Excellent work ethic,Non technical
howto,Non technical
knowledge transfers,technical
Web Service/Rest API/SOAP API integration experience,technical
Salesforce,technical
any general CRM background/support experience,technical
any Apex knowledge,technical
an ETL platform,technical
JBOSS/Web/Server hosting platform background,technical
Boomi platform experience,technical
ELK,Non technical
TICK,Non technical
Prometheus,Non technical
Splunk,Non technical
SolarWinds,Non technical
AppDynamics,Non technical
Database user background - Oracle/MySQL/MSSQL/PostgreSQL,technical
SQL Queries,technical
troubleshooting purposes,Non technical
datafixes,Non technical
Scripting - PowerShell/Batch/Python/bash,Non technical
Kafka,Non technical
Confluent Cloud experience,technical
REST API,technical
JSON,Non technical
XML,technical
Webservices,technical
API integrations,technical
"Agile, ITIL",technical
Waterfall,Non technical
any SDLC,Non technical
CRM experience,technical
a high-level Java,technical
Apex,Non technical
Salesforce certifications,technical
highly scalable and available innovative systems,technical
team's strategic direction,technical
Mentor,Non technical
working proofs,Non technical
solution scalability,technical
maintainability,Non technical
Product Roadmap,technical
development initiatives,technical
experience building complex frontend,technical
distributed cloud-native applications,Non technical
Technical fluency,technical
advanced programming constructs,technical
multi-threaded programming,technical
messaging,technical
Microservices,Non technical
Excellent analytical and problem-solving skills,Non technical
a great communicator,Non technical
Desired Technical Proficiencies,technical
Proficiency,Non technical
modern frontend technologies,technical
Microservices,Non technical
GraphQL,Non technical
the Agile teams,technical
Scrum,Non technical
Kanban,Non technical
embedded design,technical
Familiarity,Non technical
DevOps,technical
(CI/CD,Non technical
Docker,Non technical
Kubernetes,technical
highly scalable and available innovative systems,technical
team's strategic direction,technical
Mentor,Non technical
working proofs,Non technical
solution scalability,technical
maintainability,Non technical
Product Roadmap,technical
development initiatives,technical
experience building complex frontend,technical
distributed cloud-native applications,Non technical
Technical fluency,technical
advanced programming constructs,technical
multi-threaded programming,technical
messaging,technical
Microservices,Non technical
Excellent analytical and problem-solving skills,Non technical
a great communicator,Non technical
Desired Technical Proficiencies,technical
Proficiency,Non technical
modern frontend technologies,technical
Microservices,Non technical
GraphQL,Non technical
the Agile teams,technical
Scrum,Non technical
Kanban,Non technical
embedded design,technical
Familiarity,Non technical
DevOps,technical
(CI/CD,Non technical
Docker,Non technical
Kubernetes,technical
highly scalable and available innovative systems,technical
team's strategic direction,technical
Mentor,Non technical
working proofs,Non technical
solution scalability,technical
maintainability,Non technical
Product Roadmap,technical
development initiatives,technical
experience building complex frontend,technical
distributed cloud-native applications,Non technical
Technical fluency,technical
advanced programming constructs,technical
multi-threaded programming,technical
messaging,technical
Microservices,Non technical
Excellent analytical and problem-solving skills,Non technical
a great communicator,Non technical
Desired Technical Proficiencies,technical
Proficiency,Non technical
modern frontend technologies,technical
Microservices,Non technical
GraphQL,Non technical
the Agile teams,technical
Scrum,Non technical
Kanban,Non technical
embedded design,technical
Familiarity,Non technical
DevOps,technical
(CI/CD,Non technical
Docker,Non technical
Kubernetes,technical
highly scalable and available innovative systems,technical
team's strategic direction,technical
Mentor,Non technical
working proofs,Non technical
solution scalability,technical
maintainability,Non technical
Product Roadmap,technical
development initiatives,technical
experience building complex frontend,technical
distributed cloud-native applications,Non technical
Technical fluency,technical
advanced programming constructs,technical
multi-threaded programming,technical
messaging,technical
Microservices,Non technical
Excellent analytical and problem-solving skills,Non technical
a great communicator,Non technical
